Data Source;World Development Indicators;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;08/04/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Northern Mariana Islands;MNP;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1284000000;1239000000;1210000000;1061000000;990000000;938000000;939000000;795000000;799000000;729000000;746000000;772000000;832000000;910000000;1230000000;1560000000;1301000000;1179000000;866000000;914000000;1096000000;;;;
Mozambique;MOZ;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,85E+14;2,80E+14;2,88E+14;2,96E+14;3,06E+14;4,03E+13;4,87E+14;5,55E+14;6,29E+14;5,93E+14;5,65E+14;5,95E+14;6,58E+14;7,94E+14;8,87E+14;9,51E+14;1,08E+14;1,29E+14;1,23E+14;1,14E+13;1,46E+13;1,67E+14;1,72E+14;1,80E+14;1,62E+13;1,21E+14;1,33E+14;1,50E+14;1,55E+13;1,42E+14;1,62E+14;1,89E+14;2,09E+14;2,27E+14;;
Mauritania;MRT;GDP (current US$);NY.GDP.MKTP.CD;;1,59E+14;1,64E+14;1,68E+14;2,24E+14;2,55E+14;2,67E+14;2,83E+14;3,11E+14;2,95E+14;3,09E+13;3,36E+14;3,92E+14;4,93E+14;6,13E+14;7,03E+14;7,75E+14;7,99E+14;8,05E+14;9,52E+14;1,05E+14;1,11E+14;1,11E+14;1,17E+14;1,07E+14;1,01E+14;1,19E+13;1,34E+14;1,41E+14;1,45E+14;1,51E+14;2,13E+14;2,16E+14;1,85E+13;1,94E+14;2,09E+14;2,13E+14;2,07E+14;2,03E+14;1,99E+14;1,78E+14;1,75E+14;1,78E+14;2,05E+14;2,36E+14;2,94E+14;3,92E+14;4,35E+14;5,21E+14;4,71E+14;5,63E+14;6,76E+13;6,73E+14;7,22E+14;6,59E+14;6,17E+14;6,40E+14;6,80E+14;7,47E+14;7,89E+14;8,26E+14;9,22E+14;9,56E+14;1,07E+14;1,09E+14;;
Mauritius;MUS;GDP (current US$);NY.GDP.MKTP.CD;1,62E+14;1,92E+14;1,98E+14;2,54E+14;2,19E+14;2,30E+14;2,28E+14;2,38E+14;2,07E+14;2,22E+14;2,24E+14;2,51E+14;3,19E+14;4,04E+14;6,70E+14;6,73E+14;7,14E+14;8,35E+14;1,03E+14;1,23E+14;1,15E+14;1,16E+14;1,09E+14;1,10E+14;1,05E+14;1,09E+13;1,48E+14;1,91E+14;2,16E+14;2,21E+14;2,69E+14;2,90E+14;3,27E+14;3,31E+14;3,61E+13;4,09E+14;4,48E+14;4,24E+14;4,23E+14;4,40E+14;4,73E+14;4,68E+14;4,91E+14;5,89E+14;6,67E+14;6,58E+14;7,14E+14;8,28E+14;1,01E+14;9,26E+14;1,01E+14;1,17E+14;1,18E+14;1,24E+14;1,32E+14;1,22E+14;1,28E+14;1,39E+14;1,50E+14;1,46E+14;1,16E+14;1,16E+14;1,29E+14;1,41E+14;1,49E+12;;
Malawi;MWI;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;1,80E+14;1,80E+14;1,72E+14;1,78E+14;1,76E+14;1,65E+14;1,72E+12;1,72E+14;2,01E+14;2,31E+14;2,74E+14;3,21E+14;2,62E+14;3,01E+14;1,72E+14;2,03E+14;3,32E+13;3,88E+14;2,55E+14;2,58E+14;2,54E+14;2,50E+13;5,09E+13;4,67E+14;5,06E+14;5,32E+14;5,82E+14;6,45E+14;7,74E+14;9,01E+14;1,01E+14;1,16E+14;8,77E+14;8,03E+14;8,80E+14;9,22E+14;7,91E+14;8,94E+13;9,88E+14;1,11E+14;1,18E+14;1,24E+14;1,24E+13;1,34E+14;1,13E+14;;
Malaysia;MYS;GDP (current US$);NY.GDP.MKTP.CD;1,92E+14;1,90E+14;2,00E+14;2,51E+14;2,67E+14;2,96E+14;3,14E+14;3,19E+14;3,33E+14;3,66E+14;3,86E+14;4,24E+14;5,04E+14;7,66E+13;9,50E+14;9,30E+14;1,11E+14;1,31E+14;1,64E+14;2,12E+14;2,45E+14;2,50E+14;2,68E+14;3,03E+14;3,39E+14;3,12E+14;2,77E+14;3,22E+14;3,53E+14;3,88E+14;4,40E+14;4,91E+14;5,92E+13;6,69E+14;7,45E+14;8,87E+14;1,01E+14;1,00E+14;7,22E+14;7,91E+14;9,38E+14;9,28E+14;1,01E+14;1,10E+14;1,25E+14;1,44E+14;1,63E+14;1,94E+14;2,31E+14;2,02E+14;2,55E+13;2,98E+14;3,14E+14;3,23E+14;3,38E+14;3,01E+14;3,01E+14;3,19E+14;3,59E+13;3,65E+14;3,37E+14;3,74E+14;4,08E+14;4,00E+14;4,22E+14;;
North America;NAC;GDP (current US$);NY.GDP.MKTP.CD;5,83E+14;6,03E+14;6,46E+13;6,82E+14;7,34E+14;7,97E+14;8,74E+14;9,26E+14;1,01E+14;1,10E+14;1,16E+14;1,26E+14;1,39E+14;1,56E+14;1,71E+14;1,86E+14;2,08E+14;2,29E+14;2,57E+14;2,87E+14;3,13E+14;3,52E+14;3,66E+14;3,98E+14;4,40E+14;4,71E+14;4,96E+14;5,29E+14;5,75E+14;6,21E+14;6,56E+14;6,77E+14;7,12E+14;7,44E+13;7,87E+14;8,25E+14;8,71E+14;9,24E+14;9,70E+12;1,03E+14;1,10E+14;1,13E+14;1,17E+13;1,24E+14;1,32E+14;1,42E+14;1,51E+13;1,59E+14;1,63E+14;1,59E+14;1,67E+14;1,74E+14;1,81E+14;1,87E+13;1,94E+14;1,98E+14;2,02E+14;2,11E+14;2,23E+13;2,31E+14;2,27E+14;2,53E+14;2,78E+14;2,95E+14;3,10E+13;;
Namibia;NAM;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;2,42E+14;2,25E+14;2,12E+14;2,30E+14;1,95E+14;1,61E+14;1,81E+14;2,30E+14;2,50E+14;2,54E+14;2,79E+14;3,00E+14;3,43E+13;3,25E+14;3,67E+14;3,98E+14;3,99E+14;4,15E+14;3,87E+14;3,87E+14;3,92E+14;3,56E+14;3,35E+14;4,93E+14;6,61E+14;7,25E+14;8,00E+14;8,84E+14;8,61E+14;8,94E+14;1,14E+14;1,25E+14;1,30E+14;1,20E+14;1,24E+14;1,13E+14;1,07E+14;1,29E+14;1,37E+14;1,25E+12;1,06E+14;1,24E+14;1,26E+14;1,24E+14;1,34E+13;;
New Caledonia;NCL;GDP (current US$);NY.GDP.MKTP.CD;;;;;;1,60E+14;1,64E+14;1,80E+14;2,16E+13;2,63E+14;3,59E+14;4,14E+14;5,07E+14;5,42E+14;6,37E+14;8,17E+14;7,98E+14;8,38E+14;8,46E+14;1,05E+14;1,18E+14;9,73E+14;9,05E+14;8,24E+14;7,96E+14;8,55E+14;1,20E+14;1,49E+14;2,07E+14;2,19E+14;2,53E+14;2,65E+14;2,92E+14;2,82E+14;3,04E+14;3,63E+14;3,61E+14;3,29E+14;3,56E+14;3,65E+14;3,42E+14;3,30E+14;3,74E+14;4,92E+14;5,90E+13;6,24E+14;6,98E+14;8,82E+14;9,07E+14;8,70E+14;9,36E+14;1,04E+14;9,66E+14;1,02E+14;1,06E+14;8,74E+13;8,72E+14;9,17E+14;9,90E+14;9,48E+14;9,45E+14;1,01E+14;9,62E+14;9,77E+14;8,55E+14;;
Niger;NER;GDP (current US$);NY.GDP.MKTP.CD;4,50E+13;4,86E+14;5,32E+14;5,86E+14;5,83E+14;6,73E+14;7,02E+14;6,66E+14;6,41E+14;6,26E+14;6,50E+14;6,94E+14;7,43E+14;9,46E+14;1,03E+14;1,05E+14;1,06E+14;1,29E+14;1,77E+14;2,11E+14;2,51E+14;2,17E+13;2,02E+14;1,80E+14;1,46E+14;1,44E+14;1,90E+14;2,23E+14;2,28E+14;2,18E+14;3,51E+14;3,29E+14;3,39E+14;3,05E+14;1,94E+14;2,30E+14;2,41E+13;2,29E+14;2,64E+14;2,54E+14;2,24E+14;2,45E+14;2,78E+14;3,39E+14;3,76E+14;4,38E+14;4,76E+14;5,73E+14;7,30E+14;7,35E+14;7,85E+14;8,77E+14;9,43E+14;1,02E+14;1,09E+14;9,68E+14;1,04E+14;1,12E+14;1,28E+14;1,29E+14;1,37E+13;1,49E+13;1,54E+14;1,67E+12;1,99E+14;;
Nigeria;NGA;GDP (current US$);NY.GDP.MKTP.CD;4,20E+13;4,47E+14;4,91E+14;5,17E+13;5,55E+14;5,87E+14;6,37E+14;5,20E+14;5,20E+14;6,63E+14;1,25E+13;9,18E+14;1,23E+14;1,52E+14;2,48E+14;2,78E+14;3,63E+13;3,60E+14;3,65E+14;4,73E+14;6,42E+14;1,64E+14;1,43E+14;9,71E+14;7,35E+14;7,37E+14;5,48E+14;5,27E+14;4,96E+14;4,40E+14;5,40E+14;5,95E+14;5,21E+14;5,67E+14;8,04E+14;1,41E+14;1,86E+11;2,01E+14;2,18E+14;5,91E+14;6,92E+14;7,36E+13;9,51E+14;1,05E+14;1,36E+14;1,76E+14;2,38E+13;2,78E+14;3,39E+14;2,95E+14;3,67E+13;4,14E+13;4,64E+14;5,20E+14;5,74E+14;4,93E+13;4,05E+13;3,76E+14;4,22E+13;6,68E+14;5,99E+14;6,09E+14;6,47E+14;4,87E+14;2,52E+14;;
Nicaragua;NIC;GDP (current US$);NY.GDP.MKTP.CD;2,27E+14;2,44E+13;2,69E+14;2,97E+14;3,47E+14;5,64E+14;6,07E+14;6,57E+14;6,93E+14;7,50E+14;7,79E+14;8,29E+12;8,79E+14;1,09E+14;1,52E+14;1,58E+13;1,84E+14;2,23E+14;2,13E+14;1,57E+14;2,14E+14;2,47E+14;2,45E+14;2,75E+14;3,12E+14;2,68E+14;2,89E+14;3,85E+14;2,63E+14;1,01E+14;1,01E+14;1,49E+14;1792800000;1,76E+14;3,86E+14;4140470000;4,31E+14;4,39E+14;4,64E+13;4,86E+14;5,11E+14;5,35E+13;5,22E+14;5,32E+14;5,79E+14;6,32E+14;6,76E+14;7,42E+14;8,50E+14;8,30E+13;8,76E+14;9,77E+14;1,05E+14;1,10E+14;1,19E+14;1,28E+14;1,33E+14;1,38E+14;1,30E+13;1,27E+13;1,27E+14;1,42E+14;1,56E+14;1,78E+14;1,97E+14;;
Netherlands;NLD;GDP (current US$);NY.GDP.MKTP.CD;1,33E+13;1,46E+13;1,58E+14;1,72E+14;2,02E+14;2,27E+14;2,47E+14;2,71E+14;3,01E+13;3,41E+14;3,82E+14;4,46E+14;5,48E+14;7,19E+14;8,74E+14;1,00E+13;1,09E+14;1,27E+14;1,56E+14;1,80E+14;1,95E+14;1,64E+14;1,59E+14;1,54E+14;1,44E+14;1,44E+14;2,01E+14;2,45E+14;2,62E+14;2,59E+14;3,19E+14;3,28E+13;3,63E+14;3,54E+14;3,80E+14;4,53E+14;4,51E+14;4,18E+14;4,39E+14;4,48E+14;4,18E+14;4,33E+14;4,76E+14;5,82E+13;6,61E+14;6,88E+14;7,38E+14;8,53E+14;9,58E+14;8,79E+14;8,52E+14;9,13E+14;8,46E+14;8,84E+14;9,02E+14;7,76E+14;7,97E+14;8,48E+14;9,30E+14;9,29E+14;9,33E+13;1,05E+13;1,05E+14;1,14E+12;1,21E+14;;
Norway;NOR;GDP (current US$);NY.GDP.MKTP.CD;5,20E+14;5,67E+13;6,11E+14;6,55E+14;7,21E+14;8,11E+14;8,75E+14;9,58E+14;1,02E+14;1,11E+14;1,28E+14;1,46E+14;1,74E+13;2,25E+14;2,71E+14;3,29E+13;3,59E+14;4,15E+14;4,65E+14;5,31E+14;6,44E+14;6,36E+14;6,26E+14;6,16E+14;6,21E+14;6,54E+14;7,87E+14;9,42E+14;1,02E+14;1,03E+14;1,20E+14;1,22E+14;1,31E+14;1,21E+14;1,27E+14;1,52E+14;1,64E+14;1,61E+14;1,54E+14;1,62E+13;1,71E+14;1,74E+14;1,96E+14;2,29E+14;2,65E+14;3,10E+14;3,47E+14;4,03E+14;4,65E+14;3,88E+14;4,31E+14;5,01E+14;5,13E+14;5,26E+14;5,02E+14;3,88E+13;3,71E+14;4,02E+14;4,40E+12;4,09E+14;3,68E+14;5,03E+14;5,96E+14;4,83E+14;4,84E+14;;
Nepal;NPL;GDP (current US$);NY.GDP.MKTP.CD;5,08E+14;5,32E+13;5,74E+14;4,97E+14;4,96E+14;7,35E+14;9,07E+14;8,42E+14;7,72E+14;7,89E+14;8,66E+14;8,83E+14;1,02E+14;9,72E+14;1,22E+14;1,58E+14;1,45E+14;1382400000;1,60E+14;1,85E+14;1,95E+14;2,28E+14;2,40E+14;2,45E+14;2,58E+14;2,62E+14;2,85E+14;2,96E+14;3,49E+14;3,53E+14;3,63E+14;3,92E+14;3,40E+14;3,66E+14;4,07E+14;4,40E+14;4,52E+14;4,92E+14;4,86E+14;5,03E+14;5,49E+14;6,01E+14;6,05E+14;6,33E+14;7,27E+14;8,13E+14;9,04E+13;1,03E+13;1,25E+14;1,29E+14;1,60E+14;2,16E+14;2,17E+14;2,22E+14;2,27E+14;2,44E+14;2,45E+14;2,90E+13;3,31E+13;3,42E+14;3,34E+14;3,69E+14;4,12E+14;4,10E+14;4,29E+14;;
Nauru;NRU;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;1,76E+14;1,90E+14;2,17E+14;2,65E+14;3,60E+13;4,01E+14;4,03E+14;4,04E+14;4,18E+14;4,44E+14;4,69E+14;5,17E+14;5,29E+13;4,84E+14;4,74E+14;4,15E+14;3,99E+14;4,01E+14;4,59E+14;5,37E+14;5,56E+14;5,25E+14;5,11E+14;4,35E+14;3,97E+14;4,00E+13;3,75E+14;3,73E+14;2,97E+14;2,73E+14;2,69E+14;2,26E+14;2,10E+14;2,48E+14;3,06E+14;3,01E+14;2,92E+14;2,28E+14;3,76E+14;4,42E+14;4,76E+14;6,51E+14;1,01E+13;9,44E+14;9,91E+14;8,49E+14;9,75E+14;1,09E+14;1,31E+13;1,25E+14;1,25E+14;1,75E+13;1,52E+14;1,51E+14;1,63E+14;;
New Zealand;NZL;GDP (current US$);NY.GDP.MKTP.CD;5,54E+14;5,72E+14;6,13E+14;6,70E+14;7,34E+14;5,71E+14;5,92E+14;6,02E+14;5,23E+14;5,81E+14;6,50E+14;7,91E+14;9,57E+14;1,28E+14;1,39E+14;1,29E+14;1,36E+14;1,54E+14;1,85E+14;2,07E+14;2,32E+14;2,44E+14;2,42E+14;2,43E+14;2,17E+14;2,47E+14;3,06E+14;4,04E+14;4,52E+14;4,39E+14;4,55E+14;4,27E+13;4,16E+14;4,68E+14;5,53E+14;6,39E+14;7,01E+14;6,61E+14;5,62E+14;5,88E+14;5,26E+14;5,39E+14;6,66E+14;8,83E+14;1,04E+14;1,15E+14;1,12E+14;1,37E+14;1,33E+14;1,22E+14;1,47E+14;1,68E+14;1,77E+14;1,91E+14;2,02E+13;1,78E+13;1,89E+13;2,07E+14;2,12E+14;2,13E+14;2,13E+14;2,54E+14;2,50E+14;2,55E+14;2,60E+14;;
OECD members;OED;GDP (current US$);NY.GDP.MKTP.CD;1,06E+14;1,13E+13;1,22E+14;1,32E+14;1,44E+14;1,57E+14;1,71E+14;1,83E+14;1,99E+14;2,19E+14;2,40E+14;2,66E+14;3,09E+14;3,74E+14;4,19E+14;4,70E+14;5,09E+14;5,74E+14;6,91E+13;7,98E+14;8,87E+14;9,03E+14;8,89E+14;9,19E+14;9,60E+14;1,01E+14;1,23E+14;1,42E+13;1,60E+14;1,67E+14;1,89E+14;2,00E+14;2,15E+14;2,18E+13;2,33E+14;2,58E+14;2,60E+14;2,56E+14;2,58E+13;2,71E+14;2,77E+14;2,75E+13;2,86E+14;3,20E+14;3,57E+14;3,77E+14;3,98E+14;4,36E+14;4,63E+14;4,33E+14;4,55E+14;4,89E+14;4,88E+14;4,95E+14;5,05E+14;4,76E+14;4,86E+14;5,07E+14;5,37E+13;5,42E+13;5,29E+14;5,90E+14;6,06E+14;6,46E+14;6,75E+14;;
Oman;OMN;GDP (current US$);NY.GDP.MKTP.CD;4,42E+14;4,56E+14;5,63E+14;5,99E+14;6,19E+14;6,33E+14;6,78E+14;1,07E+14;1,89E+14;2,40E+14;2,56E+14;3,01E+14;3,67E+14;4,83E+14;1,65E+14;2,10E+14;2,56E+14;2,74E+14;2,74E+14;3,73E+14;5,98E+14;7,26E+14;7,55E+14;7,93E+14;8,82E+14;1,00E+14;7,32E+14;7,81E+14;8,39E+14;9,37E+14;1,33E+14;1,29E+14;1,42E+14;1,42E+14;1,47E+14;1,57E+14;1,74E+14;1,80E+14;1,60E+14;1,78E+14;2,23E+14;2,22E+13;2,31E+14;2,47E+14;2,84E+13;3,55E+14;4,26E+13;4,83E+14;6,98E+14;5,55E+14;6,50E+14;7,75E+14;8,74E+14;8,99E+14;9,27E+14;7,87E+14;7,51E+14;8,09E+14;9,15E+14;8,81E+14;7,59E+14;8,73E+14;1,10E+14;1,06E+13;1,07E+14;;
Other small states;OSS;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;7,54E+14;8,76E+14;1,08E+14;1,25E+14;1,64E+14;2,45E+14;2,28E+14;2,19E+14;2,01E+14;1,98E+14;1,93E+14;1,93E+14;2,41E+14;2,60E+14;2,66E+14;3,20E+14;3,36E+14;3,63E+14;3,48E+14;3,69E+14;4,38E+14;4,50E+14;4,50E+14;4,52E+14;4,71E+14;4,74E+14;4,76E+13;5,21E+14;6,48E+14;7,69E+14;8,63E+14;9,59E+14;1,15E+13;1,25E+14;1,08E+14;1,13E+14;1,29E+14;1,26E+14;1,31E+14;1,35E+14;1,21E+14;1,28E+14;1,43E+14;1,58E+13;1,59E+14;1,46E+14;1,72E+14;1,82E+14;1,97E+13;2,08E+13;;
Pakistan;PAK;GDP (current US$);NY.GDP.MKTP.CD;3,75E+14;4,12E+14;4,31E+14;4,63E+14;5,20E+14;5,93E+14;6,56E+14;7,46E+13;8,04E+13;8,68E+14;1,00E+13;1,07E+14;9,42E+14;6,38E+14;8,90E+14;1,12E+14;1,32E+14;1,51E+14;1,78E+14;1,97E+14;2,37E+14;2,81E+14;3,07E+13;2,87E+14;3,12E+14;3,11E+14;3,19E+14;3,34E+14;3,85E+14;4,02E+14;4,00E+14;4,56E+14;4,89E+14;5,18E+14;5,23E+14;6,06E+14;6,33E+14;6,24E+14;6,22E+14;6,30E+14;9,95E+14;9,71E+14;9,79E+14;1,12E+14;1,32E+14;1,45E+14;1,62E+13;1,84E+13;2,02E+14;1,87E+14;1,97E+14;2,31E+14;2,50E+14;2,59E+14;2,71E+14;3,00E+14;3,14E+14;3,39E+12;3,56E+14;3,21E+14;3,00E+14;3,49E+14;3,75E+14;3,37E+14;3,72E+14;;
Panama;PAN;GDP (current US$);NY.GDP.MKTP.CD;537147100;599026300;652120900;722784500;776137500;852485300;928833000;1034376400;1112791100;1221305700;1351006400;1523917200;1673411700;1913793400;2188307600;2435304100;2588106000;2738261900;3244558600;3704551600;4614086400;5222421500;5769767900;5923755900;6183387100;6541517100;6797834200;6827665300;5902783400;5918469800;6433967000;7074675500;8042337700;8782585400;9365289800;9573813700;9,20E+14;1,01E+14;1,10E+14;1,17E+14;1,20E+14;1,23E+14;1,28E+14;1,36E+14;1,51E+13;1,66E+14;1,87E+14;2,17E+14;2,57E+14;2,78E+14;3,02E+14;3,57E+14;4,16E+14;4,69E+14;5,14E+14;5,58E+14;5,98E+14;6,43E+14;6,73E+14;6,98E+14;5,71E+14;6,74E+14;7,65E+14;8,38E+14;8,65E+14;;
Peru;PER;GDP (current US$);NY.GDP.MKTP.CD;2,57E+14;2,90E+14;3,28E+14;3,60E+13;4,35E+14;5,16E+14;6,11E+14;6,19E+13;5,74E+14;6,42E+11;7,43E+14;8,29E+14;9,19E+14;1,10E+14;1,39E+14;1,69E+14;1,61E+14;1,45E+14;1,25E+14;1,60E+14;1,81E+13;2,16E+14;2,18E+13;1,73E+14;1,76E+14;1,51E+13;2,19E+13;3,69E+14;1,54E+11;2,25E+14;2,64E+14;3,43E+14;3,60E+13;3,48E+14;4,49E+14;5,33E+14;5,53E+14;5,81E+14;5,55E+13;5,02E+13;5,17E+13;5,20E+14;5,48E+14;5,87E+14;6,68E+14;7,61E+14;8,86E+13;1,02E+14;1,21E+14;1,21E+14;1,48E+14;1,72E+14;1,93E+14;2,01E+14;2,01E+14;1,90E+14;1,92E+14;2,11E+14;2,23E+14;2,28E+14;2,01E+14;2,26E+14;2,46E+14;2,67E+14;2,89E+14;;
Philippines;PHL;GDP (current US$);NY.GDP.MKTP.CD;7,52E+14;8,17E+14;4,95E+14;5,51E+14;5,95E+14;6,52E+14;7,19E+14;7,72E+14;8,63E+14;9,57E+13;7,56E+14;8,38E+13;9,07E+13;1,14E+14;1,56E+14;1,69E+14;1,94E+14;2,23E+14;2,58E+14;3,12E+14;3,68E+14;4,05E+14;4,22E+14;3,78E+14;3,57E+14;3,50E+14;3,40E+14;3,78E+14;4,32E+14;4,85E+13;5,05E+14;5,18E+13;6,04E+14;6,20E+14;7,32E+14;8,46E+14;9,46E+14;9,41E+14;7,45E+14;8,56E+14;8,37E+14;7,89E+14;8,43E+13;8,70E+14;9,50E+14;1,07E+14;1,28E+14;1,56E+14;1,82E+14;1,76E+14;2,08E+14;2,34E+13;2,62E+13;2,84E+14;2,97E+14;3,06E+14;3,19E+14;3,28E+13;3,47E+14;3,77E+14;3,62E+14;3,94E+13;4,04E+14;4,37E+14;4,62E+14;;
Palau;PLW;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;11563041;12706874;13956474;15331889;16848759;18521112;20364420;22308104;24530015;27004251;29728054;32726594;36027583;39661530;44814259;51030637;58109314;66169905;75348615;85800543;97702303;106555300;104771300;96455700;106138500;121018500;137494600;143860800;149079600;144206500;1,50E+14;1,59E+14;1,63E+14;1,55E+14;1,66E+14;1,91E+14;1,94E+14;2,01E+14;2,01E+14;1,90E+14;1,88E+14;1,99E+14;2,16E+14;2,24E+14;2,46E+14;2,87E+14;3,05E+14;2,92E+14;2,88E+14;2,82E+14;2,62E+14;2,31E+14;2,44E+14;2,77E+14;;;
Papua New Guinea;PNG;GDP (current US$);NY.GDP.MKTP.CD;2,30E+14;2,45E+14;2,61E+14;2,76E+14;3,05E+14;3,44E+14;3,91E+13;4,42E+14;4,85E+13;5,51E+14;6,46E+14;7,18E+14;8,59E+13;1,30E+14;1,47E+14;1,36E+14;1,51E+14;1,64E+14;1,95E+14;2,29E+13;2,55E+14;2,50E+14;2,37E+14;2,56E+14;2,55E+14;2,42E+14;2,65E+14;3,14E+14;3,66E+14;3,55E+14;3,22E+14;3,79E+14;4,38E+14;4,97E+14;5,50E+14;4,64E+14;5,16E+14;4,94E+14;3,79E+14;3,48E+14;3,52E+14;3,08E+14;3,00E+14;3,54E+13;3,93E+14;4,87E+14;8,35E+14;9,55E+14;1,17E+14;1,16E+13;1,43E+14;1,80E+14;2,13E+14;2,13E+14;2,32E+13;2,17E+14;2,08E+14;2,27E+13;2,41E+14;2,48E+14;2,38E+14;2,61E+14;3,17E+13;3,08E+14;3,18E+14;;
Poland;POL;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,60E+14;8,55E+14;9,43E+14;9,60E+13;1,11E+14;1,43E+14;1,61E+14;1,60E+14;1,75E+14;1,71E+14;1,73E+14;1,92E+14;2,00E+14;2,19E+13;2,56E+14;3,07E+14;3,46E+14;4,30E+14;5,36E+14;4,41E+14;4,78E+14;5,28E+14;4,98E+13;5,18E+13;5,42E+14;4,80E+14;4,73E+14;5,28E+14;5,95E+14;6,03E+13;6,06E+14;6,89E+13;6,96E+14;8,12E+14;9,18E+14;;
Pre-demographic dividend;PRE;GDP (current US$);NY.GDP.MKTP.CD;2,44E+14;2,53E+13;2,77E+14;3,20E+14;3,03E+14;3,34E+14;3,65E+14;3,47E+14;3,74E+14;4,21E+14;4,74E+14;4,69E+14;5,51E+14;6,79E+14;9,36E+14;1,07E+14;1,25E+14;1,38E+14;1,56E+14;1,93E+14;2,38E+14;3,25E+14;3,08E+13;2,56E+13;2,39E+14;2,48E+14;2,15E+14;2,31E+14;2,42E+13;2,45E+14;3,97E+14;2,25E+14;1,75E+14;1,83E+14;1,91E+14;2,80E+14;3,40E+14;3,72E+14;3,94E+14;2,45E+14;2,83E+14;2,70E+14;3,12E+14;3,40E+13;4,24E+14;5,31E+14;6,69E+14;8,08E+14;1,01E+14;9,15E+14;1,07E+14;1,24E+14;1,35E+14;1,48E+14;1,56E+14;1,33E+14;1,18E+13;1,23E+13;1,37E+14;1,63E+14;1,49E+14;1,63E+14;1,86E+14;1,68E+14;1,51E+14;;
Puerto Rico (US);PRI;GDP (current US$);NY.GDP.MKTP.CD;1691900000;1865100000;2094400000;2333600000;2570500000;2881500000;3170500000;3532700000;3941700000;4460700000;5034700000;5646800000;6328900000;7002400000;7684800000;8198300000;8968600000;9910900000;11165000000;12750000000;14436100000;15955700000;16764200000;17276600000;19162600000;20289200000;22009300000;24025800000;26385800000;28161200000;30603919000;32287031000;34630430000;36922456000;39690630000;42647331000;45340835000;48187039000;54086400000;57841000000;61701800000;69208400000;71623500000;74827400000;80322313000;83914521300;87276164400;89524131600;93639300000;96385600000;98381300000;1,00E+11;1,02E+11;1,02E+11;1,02E+11;1,03E+11;1,04E+11;1,03E+11;1,01E+11;1,05E+11;1,03E+11;1,06E+11;1,14E+11;1,18E+14;1,26E+14;;
Korea, Dem. People's Rep.;PRK;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;PRT;GDP (current US$);NY.GDP.MKTP.CD;3,34E+14;3,57E+14;3,84E+14;4,08E+14;4,43E+14;4,90E+14;5,37E+14;6,00E+14;6,64E+14;7,29E+14;8,11E+14;9,20E+14;1,12E+14;1,51E+14;1,75E+14;1,93E+14;2,03E+14;2,14E+14;2,35E+14;2,66E+14;3,29E+14;3,20E+14;3,05E+14;2,72E+14;2,52E+14;2,71E+14;3,87E+14;4,82E+14;5,63E+14;6,06E+14;7,87E+14;8,92E+14;1,08E+14;9,50E+14;9,97E+14;1,18E+14;1,23E+13;1,17E+13;1,24E+14;1,27E+14;1,19E+14;1,22E+14;1,35E+14;1,65E+14;1,89E+14;1,97E+14;2,09E+14;2,40E+14;2,63E+14;2,45E+14;2,38E+14;2,45E+14;2,17E+14;2,27E+14;2,30E+14;1,99E+14;2,06E+14;2,21E+14;2,42E+14;2,40E+14;2,30E+14;2,56E+14;2,57E+14;2,92E+14;3,13E+14;;
